VID,TIME,2201,2614,2615,2613,2603,2606,2304,2609,2612,2202,2502,2503,2507,MESSAGETYPE,ISFILTER,2210,2912,2608,VTYPE,CTYPE,2607,2002,2604,2003,2605,2602,2601,2910,2911,2505,2209,2208,2103,2101,2102,2203,2504,2501,2901,2902,2903,2904,2801,2905,2906,2616,2907,2617,2908,2611,2808,2802,2804,2610,10002,10005,10003,10004,2909,2303,2305,2306,2301,2302,2001,2000,2004,2005,2110,2111,2112,2113,2114,2115,2116,2117,2118,2119,2120,2121,2204,2205,2206,2207,2211,2212,3201,2213,2214,2307,2308,2309,2310,2311,2401,2402,2403,2404,2405,2406,2407,2408,2409,2410,2411,2412,2413,2506,7615,2618,2701,2702,3801,2803,2805,2806,2807,2809,2913,2914,2915,2916,2917,2918,2919,2930,2920,2921,2922,2923,2924,basePath
0a8de371ad684895bdc163c770eabbe2,20190312145652,0,6,45,3525,3673,3669,,9,8,31520,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,58,90,1,0,0,,,,,,,15,,,0,0,0,0,,0,0,,0,2605,,24,0,,0,1,1,1552373840210,0,270,0,,,,3,,,20190312145652,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6NCwyMzAyOjU3LDIzMDM6MjAwMDAsMjMxMToyMDAwNSwyMzA0OjU3LDIzMDU6MzUxMCwyMzA2OjEwMDAw|MjMwOToyLDIzMTA6NCwyMzAyOjU2LDIzMDM6MjAwMDAsMjMxMToyMDAwMCwyMzA0OjU3LDIzMDU6MzUyMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,45,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312204348,342,51,44,3512,3662,3658,,9,8,31520,,,NA,REALTIME,,,0,15,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,58,3,1,0,0,,,,,,,14,,,0,0,0,0,,0,0,,0,2610,,24,0,,0,1,1,1552394640135,0,270,0,,,,3,,,20190312204348,,,,,,,,,,,,,,,1,0,,,,,1,1,1,2,MjMwOToxLDIzMTA6MiwyMzAyOjU0LDIzMDM6MjE5NzYsMjMxMToxOTk4NSwyMzA0OjU2LDIzMDU6MzUxMCwyMzA2Ojk5OTA=|MjMwOToyLDIzMTA6NCwyMzAyOjQ2LDIzMDM6MjAwMjYsMjMxMToyMDAwMCwyMzA0OjUwLDIzMDU6MzUxMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,44,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312110031,336,692,49,3487,3640,3627,,7,6,31390,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,6,94,1,0,0,,,,,,,14,,,0,0,0,0,,0,0,,0,2665,,24,0,,0,1,1,1552359655433,0,140,0,,,,3,,,20190312110031,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6MSwyMzAyOjcwLDIzMDM6MjE5NzIsMjMxMToyMTA1NSwyMzA0Ojc4LDIzMDU6MzQ3MCwyMzA2OjEwNzIw|MjMwOToyLDIzMTA6NCwyMzAyOjUyLDIzMDM6MjAwMzAsMjMxMToyMDAwMCwyMzA0OjUwLDIzMDU6MzQ4MCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,49,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312205448,336,375,43,3480,3630,3623,,9,8,31560,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,30,86,1,0,0,,,,,,,14,,,0,0,0,0,,0,0,,0,2607,,24,0,,0,1,1,1552395327886,0,310,0,,,,3,,,20190312205448,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6MSwyMzAyOjY1LDIzMDM6MjE5NjMsMjMxMToyMDQ4MCwyMzA0OjYzLDIzMDU6MzQ3MCwyMzA2OjEwMzMw|MjMwOToyLDIzMTA6NCwyMzAyOjQ4LDIzMDM6MjAwMzUsMjMxMToyMDAwMCwyMzA0OjQ4LDIzMDU6MzQ4MCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,43,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312151622,0,6,45,3525,3673,3668,,9,8,31520,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,32,75,1,0,0,,,,,,,15,,,0,0,0,0,,0,0,,0,2605,,24,0,,0,1,1,1552375017644,0,270,0,,,,3,,,20190312151622,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6NCwyMzAyOjU2LDIzMDM6MjAwMDEsMjMxMToyMDAwNSwyMzA0OjU2LDIzMDU6MzUxMCwyMzA2OjEwMDAw|MjMwOToyLDIzMTA6NCwyMzAyOjU1LDIzMDM6MjAwMDAsMjMxMToyMDAwMCwyMzA0OjU2LDIzMDU6MzUyMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,45,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312232744,121,260,37,3460,3606,3598,,9,8,31680,,,NA,REALTIME,,,0,24,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,94,42,1,0,0,,,,,,,14,,,0,0,0,0,,0,0,,0,2600,,4,0,,0,1,1,1552404474375,0,430,0,,,,3,,,20190312232744,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6MSwyMzAyOjczLDIzMDM6MjA3MjUsMjMxMToyMDY3NSwyMzA0Ojc5LDIzMDU6MzQ2MCwyMzA2OjEwMTkw|MjMwOToyLDIzMTA6NCwyMzAyOjQ1LDIzMDM6MjAwMDMsMjMxMToyMDAwMCwyMzA0OjQ5LDIzMDU6MzQ3MCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,37,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312150522,0,6,45,3522,3673,3669,,9,8,31520,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,32,75,1,0,0,,,,,,,15,,,0,0,0,0,,0,0,,0,2605,,24,0,,0,1,1,1552374350420,0,270,0,,,,3,,,20190312150522,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6NCwyMzAyOjU2LDIzMDM6MjAwMDEsMjMxMToyMDAwNSwyMzA0OjU3LDIzMDU6MzUxMCwyMzA2OjEwMDAw|MjMwOToyLDIzMTA6NCwyMzAyOjU2LDIzMDM6MjAwMDAsMjMxMToyMDAwMCwyMzA0OjU2LDIzMDU6MzUyMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,45,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312204148,12,36,45,3522,3672,3667,,8,8,31520,,,NA,REALTIME,,,0,24,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,58,75,1,0,0,,,,,,,13,,,0,0,0,0,,0,0,,0,2607,,24,0,,0,1,1,1552394545434,0,270,0,,,,3,,,20190312204148,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6MSwyMzAyOjU0LDIzMDM6MTk5MjMsMjMxMToxOTYxMCwyMzA0OjUwLDIzMDU6MzUyMCwyMzA2OjEwMDEw|MjMwOToyLDIzMTA6NCwyMzAyOjQ4LDIzMDM6MjAwMDAsMjMxMToyMDAwMCwyMzA0OjUwLDIzMDU6MzUyMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,45,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312083752,0,49,52,3560,3711,3704,,6,5,31330,,,NA,REALTIME,,,0,19,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,32,90,1,0,0,,,,,,,15,,,0,0,0,0,,0,0,,0,2615,,24,0,,0,1,1,1552351666269,0,80,0,,,,3,,,20190312083752,,,,,,,,,,,,,,,0,0,,,,,1,1,1,2,MjMwOToxLDIzMTA6NCwyMzAyOjQ4LDIzMDM6MjAwMDEsMjMxMToxOTk5NSwyMzA0OjYwLDIzMDU6MzU1MCwyMzA2OjEwMDAw|MjMwOToyLDIzMTA6NCwyMzAyOjQ0LDIzMDM6MjAwMDAsMjMxMToyMDAwMCwyMzA0OjQ1LDIzMDU6MzU2MCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,52,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
0a8de371ad684895bdc163c770eabbe2,20190312151552,0,4,45,3522,3672,3668,,9,8,31520,,,NA,REALTIME,,,0,23,402882d2605055e9016053981adb38b5,2_1_1,1,,1,,32,94,1,0,0,,,,,,,15,,,0,0,0,0,,0,0,,0,2605,,24,0,,0,1,1,1552375014565,0,270,0,,,,3,,,20190312151552,,,,,,,,,,,,,,,0,1,,,,,1,1,1,2,MjMwOToxLDIzMTA6NCwyMzAyOjU2LDIzMDM6MjAwMDEsMjMxMToyMDAwNSwyMzA0OjU2LDIzMDU6MzUxMCwyMzA2OjEwMDAw|MjMwOToyLDIzMTA6NCwyMzAyOjU1LDIzMDM6MjAwMDEsMjMxMToyMDAwMCwyMzA0OjU2LDIzMDU6MzUyMCwyMzA2OjEwMDAw,,,,,,,,,,,,,,,,,,45,,,,0,,,,,,0,0,0,0,0,0,0,0,0,0,,0,,20190312
